sequenceid,xp,yp,rp,xi,yi,ri
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN11_Day_2_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-16-18-49-33,415.3797689,262.4697468,60.18406114,401.2756628,251.0929199,144.4881593
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN11_Day_2_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-16-18-49-40,335.4732967,295.0452019,52.25553817,328.4534625,295.1369372,117.8130131
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN11_Day_2_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-16-18-49-46,364.0797735,271.3629833,54.98415444,357.823345,269.4105614,125.2328346
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN11_Day_2_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-16-18-49-55,420.4499438,249.7432377,42.48428333,400.7884963,244.4967963,111.8256088
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN11_Day_2_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-16-18-50-01,358.3912156,214.3549785,56.04462119,351.5552331,214.0623385,123.0887497
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN11_Day_2_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-16-18-50-07,353.2667078,251.6551446,53.57700303,335.8176397,245.4771118,123.4789925
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN11_Day_2_Outdoor_Real_R_UnknownEye_K1_640x480_2017-02-16-18-48-32,385.3945098,199.0552141,51.32750673,390.1319771,194.2438244,126.5993044
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN11_Day_2_Outdoor_Real_R_UnknownEye_K1_640x480_2017-02-16-18-48-38,367.8520243,291.219073,50.61665778,370.9294338,286.7830971,113.9794514
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN11_Day_2_Outdoor_Real_R_UnknownEye_K1_640x480_2017-02-16-18-48-44,507.1986622,247.4382811,42.19141723,513.8380817,250.0225761,109.4931873
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN11_Day_2_Outdoor_Real_R_UnknownEye_K1_640x480_2017-02-16-18-48-50,392.9554057,263.985172,45.39758355,398.7851265,255.0016487,105.9133485
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN11_Day_2_Outdoor_Real_R_UnknownEye_K1_640x480_2017-02-16-18-48-57,478.2639354,196.9119358,42.15062228,482.3170264,185.8517201,110.8132527
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN11_Day_2_Outdoor_Real_R_UnknownEye_K1_640x480_2017-02-16-18-49-09,458.580523,255.91493,47.48940171,463.2445684,253.3660126,111.8277502
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_1_Indoor_Real_L_UnknownEye_K1_640x480_2017-02-27-17-39-50,413.3582398,214.1432244,53.36665137,407.8156275,218.0048009,130.3039898
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_1_Indoor_Real_L_UnknownEye_K1_640x480_2017-02-27-17-39-57,410.2347113,190.3450633,58.47538371,403.4344659,193.5043475,135.56887
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_1_Indoor_Real_L_UnknownEye_K1_640x480_2017-02-27-17-40-04,358.1710049,208.7613027,54.63159429,351.7209383,213.2943107,127.9903966
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_1_Indoor_Real_L_UnknownEye_K1_640x480_2017-02-27-17-40-12,437.7659568,184.2111398,60.59232199,431.6393288,189.2829034,143.245578
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_1_Indoor_Real_L_UnknownEye_K1_640x480_2017-02-27-17-40-20,404.9203193,172.6923322,56.49518879,397.8600159,176.5086934,127.3941
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_1_Indoor_Real_L_UnknownEye_K1_640x480_2017-02-27-17-40-28,396.757118,186.0780562,58.50431491,389.6440014,191.8063769,140.1841721
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_1_Indoor_Real_R_UnknownEye_K1_640x480_2017-02-27-17-38-59,304.0502649,226.1165518,51.3643964,307.5000445,230.2721382,124.2571642
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_1_Indoor_Real_R_UnknownEye_K1_640x480_2017-02-27-17-39-07,292.0177938,165.5012037,58.78956762,293.9804786,152.2606825,148.7880249
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_1_Indoor_Real_R_UnknownEye_K1_640x480_2017-02-27-17-39-16,306.7406726,229.7029282,53.73557256,308.0084741,235.9108407,120.1900754
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_1_Indoor_Real_R_UnknownEye_K1_640x480_2017-02-27-17-39-24,331.0208314,226.2545484,60.10280863,334.6126296,228.8324732,135.1524874
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_1_Indoor_Real_R_UnknownEye_K1_640x480_2017-02-27-17-39-33,328.6901967,208.5507038,56.00648456,329.3828464,210.4027277,122.796445
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_1_Indoor_Real_R_UnknownEye_K1_640x480_2017-02-27-17-39-40,397.0832696,212.4141553,61.95703984,398.3287427,216.2841696,138.8819123
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_1_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-27-17-50-51,338.9822482,231.8172567,55.46790519,338.6706788,220.2734591,116.7140649
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_1_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-27-17-50-58,413.6308581,265.0258476,67.85477745,412.9196779,264.1268684,134.1933857
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_1_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-27-17-51-06,229.7671726,242.9511862,59.12095695,232.7654153,225.2255533,114.1949687
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_1_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-27-17-51-14,375.8825739,201.9867659,79.22525171,375.945912,195.9278358,160.200206
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_1_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-27-17-51-20,300.3636951,261.2000395,65.31489786,299.4431102,247.5455521,127.0981936
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_1_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-27-17-51-28,380.4993502,233.168003,62.13315348,379.6711972,234.1362888,117.9984072
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_1_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-27-17-51-36,331.4920396,258.5796801,57.8063582,329.7045478,252.0844865,105.7813315
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_1_Outdoor_Real_R_UnknownEye_K1_640x480_2017-02-27-17-50-03,372.3644357,209.1689914,75.70356273,374.1100666,190.3741801,159.1564804
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_1_Outdoor_Real_R_UnknownEye_K1_640x480_2017-02-27-17-50-09,284.9240278,234.2439012,71.38368459,285.5332983,231.4836911,136.0713776
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_1_Outdoor_Real_R_UnknownEye_K1_640x480_2017-02-27-17-50-15,316.3436575,180.4301053,78.12073114,317.2031774,168.9330454,158.8513312
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_1_Outdoor_Real_R_UnknownEye_K1_640x480_2017-02-27-17-50-22,301.7510153,190.6784879,72.45859128,303.0821588,184.7247793,133.4886731
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_1_Outdoor_Real_R_UnknownEye_K1_640x480_2017-02-27-17-50-28,369.3134097,153.0354333,79.26720222,371.0468356,155.7236992,156.3116748
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_1_Outdoor_Real_R_UnknownEye_K1_640x480_2017-02-27-17-50-35,338.4602543,155.6117759,62.83989033,340.2992503,145.5648696,131.0410088
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_2_Indoor_Real_L_UnknownEye_K1_640x480_2017-03-09-17-57-01,347.4887293,300.4586047,63.08936088,347.4418122,287.886226,125.4227031
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_2_Indoor_Real_L_UnknownEye_K1_640x480_2017-03-09-17-57-09,417.8287332,204.1068176,71.21091471,424.589782,199.5302263,124.9403282
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_2_Indoor_Real_L_UnknownEye_K1_640x480_2017-03-09-17-57-16,403.4766696,249.6167827,65.00345677,404.6094601,237.0692122,118.0042293
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_2_Indoor_Real_L_UnknownEye_K1_640x480_2017-03-09-17-57-23,344.9624695,221.7127815,73.91318109,347.4675981,213.1352833,133.1054971
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_2_Indoor_Real_L_UnknownEye_K1_640x480_2017-03-09-17-57-30,357.003828,258.7146273,65.53166467,362.6413465,244.9927589,123.7712341
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_2_Indoor_Real_L_UnknownEye_K1_640x480_2017-03-09-17-57-41,375.8189151,281.6739077,60.84119776,373.8515401,275.19435,115.1511406
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_2_Indoor_Real_R_UnknownEye_K1_640x480_2017-03-09-17-56-19,252.8247052,267.0944975,76.43514617,245.5524814,241.5598525,153.2696763
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_2_Indoor_Real_R_UnknownEye_K1_640x480_2017-03-09-17-56-25,366.1237846,232.8645785,70.49491237,367.9213425,219.219207,135.3297423
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_2_Indoor_Real_R_UnknownEye_K1_640x480_2017-03-09-17-56-31,259.8617348,248.7174194,75.28868788,255.4323136,229.3525219,147.332968
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_2_Indoor_Real_R_UnknownEye_K1_640x480_2017-03-09-17-56-37,337.3624121,219.185638,75.72498782,338.9827935,209.8241169,139.2749261
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_2_Indoor_Real_R_UnknownEye_K1_640x480_2017-03-09-17-56-44,265.8039656,241.3048234,76.36968998,264.0526074,224.9316127,148.8201248
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_2_Indoor_Real_R_UnknownEye_K1_640x480_2017-03-09-17-56-50,375.323041,206.0648035,76.77531486,375.1395622,187.506689,153.2767875
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_2_Outdoor_Real_L_UnknownEye_K1_640x480_2017-03-09-18-26-15,321.1029686,209.952572,58.33085301,319.7815456,192.4514511,125.5196061
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_2_Outdoor_Real_L_UnknownEye_K1_640x480_2017-03-09-18-26-25,321.3015791,235.2089487,54.01981629,319.8089192,230.1331538,118.4759884
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_2_Outdoor_Real_L_UnknownEye_K1_640x480_2017-03-09-18-26-33,409.5816969,207.1659462,59.12605255,407.7978208,209.7438189,129.9710095
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_2_Outdoor_Real_L_UnknownEye_K1_640x480_2017-03-09-18-26-41,338.8103932,248.1843551,59.47793234,337.522565,242.3989067,115.3366468
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_2_Outdoor_Real_L_UnknownEye_K1_640x480_2017-03-09-18-26-48,447.3034564,221.7429307,62.56830927,445.2034679,221.4463568,136.0149609
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_2_Outdoor_Real_L_UnknownEye_K1_640x480_2017-03-09-18-26-55,383.8787367,233.571172,64.79674173,381.3098301,227.6164714,127.8372321
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_2_Outdoor_Real_R_UnknownEye_K1_640x480_2017-03-09-18-25-26,372.0214931,181.1616245,70.62988531,372.8808042,170.6887235,158.1081513
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_2_Outdoor_Real_R_UnknownEye_K1_640x480_2017-03-09-18-25-32,303.4560279,255.2509741,62.91919296,294.9618878,235.2197045,142.6036708
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_2_Outdoor_Real_R_UnknownEye_K1_640x480_2017-03-09-18-25-39,344.3663202,204.8281345,69.23722735,346.8203839,191.4070409,145.9595103
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_2_Outdoor_Real_R_UnknownEye_K1_640x480_2017-03-09-18-25-46,352.6901838,218.4936321,68.22107906,355.0957002,204.7686863,142.3301674
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_2_Outdoor_Real_R_UnknownEye_K1_640x480_2017-03-09-18-25-53,331.6500545,183.6727802,75.61992119,328.7872344,160.9714028,159.3546592
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN12_Day_2_Outdoor_Real_R_UnknownEye_K1_640x480_2017-03-09-18-26-01,327.6604051,202.4797336,53.82261543,321.2398061,185.9321476,148.0862699
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_1_Indoor_Real_L_UnknownEye_K1_640x480_2017-02-20-16-04-20,318.2125374,201.8495016,42.46966975,311.8050535,200.3738446,141.9334784
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_1_Indoor_Real_L_UnknownEye_K1_640x480_2017-02-20-16-04-40,408.9109591,140.7066575,39.43105777,401.2143407,147.8982195,166.0772548
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_1_Indoor_Real_L_UnknownEye_K1_640x480_2017-02-20-16-04-58,356.6111266,200.1972718,36.49166466,350.3413781,204.4324579,151.1553455
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_1_Indoor_Real_L_UnknownEye_K1_640x480_2017-02-20-16-05-06,459.24658,171.7737557,39.29232488,450.9256016,171.1801298,162.3362176
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_1_Indoor_Real_L_UnknownEye_K1_640x480_2017-02-20-16-05-17,319.9320989,164.1593102,29.01277681,317.4136449,166.6298694,132.6588922
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_1_Indoor_Real_L_UnknownEye_K1_640x480_2017-02-20-16-05-24,385.7236668,154.7968954,37.85418589,382.0420483,167.7924828,151.778571
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_1_Indoor_Real_R_UnknownEye_K1_640x480_2017-02-20-16-03-25,328.5045997,241.2007207,39.08854544,334.5300598,243.1989456,120.1625388
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_1_Indoor_Real_R_UnknownEye_K1_640x480_2017-02-20-16-03-33,342.2948376,259.7390586,54.43376884,348.7028387,258.7208688,152.9894462
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_1_Indoor_Real_R_UnknownEye_K1_640x480_2017-02-20-16-03-40,291.5553674,268.0574383,51.38628131,297.3201952,278.7527206,129.6899558
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_1_Indoor_Real_R_UnknownEye_K1_640x480_2017-02-20-16-03-48,383.1292964,216.6511355,55.31249562,392.7281241,222.7196089,159.4696204
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_1_Indoor_Real_R_UnknownEye_K1_640x480_2017-02-20-16-04-00,303.4956364,204.6221687,42.70431397,309.5213617,206.9463455,140.3990925
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_1_Indoor_Real_R_UnknownEye_K1_640x480_2017-02-20-16-04-09,362.6876207,159.1710771,50.70901281,369.3083361,161.0247409,167.8150733
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_1_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-20-16-35-48,337.4202038,227.0868867,28.48499395,338.102388,231.1353444,130.753905
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_1_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-20-16-36-01,389.9323234,202.8613024,32.25527095,386.1800401,207.6692537,147.5774561
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_1_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-20-16-36-08,333.4510726,216.4735586,31.98364117,330.0948666,219.3973155,137.3795194
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_1_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-20-16-36-15,365.673172,199.0761556,34.40728942,361.0523327,204.7823785,155.2742904
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_1_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-20-16-36-35,336.0132061,222.5185734,29.0918143,331.3211979,224.8081422,133.5032897
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_1_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-20-16-36-41,398.2402869,199.6116343,32.35724572,398.016387,207.7848474,146.6474676
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_1_Outdoor_Real_R_UnknownEye_K1_640x480_2017-02-20-16-34-45,312.8209578,258.4727105,26.87781056,319.0254771,265.3868406,111.2967056
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_1_Outdoor_Real_R_UnknownEye_K1_640x480_2017-02-20-16-34-55,336.7892391,198.2553532,26.40309268,323.8809066,198.4338196,114.2360519
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_1_Outdoor_Real_R_UnknownEye_K1_640x480_2017-02-20-16-35-08,318.8660591,230.9153431,28.19666796,322.3128934,230.4987936,126.6947164
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_1_Outdoor_Real_R_UnknownEye_K1_640x480_2017-02-20-16-35-14,356.6082681,210.1981141,32.74661885,364.0561848,216.7637397,140.5138745
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_1_Outdoor_Real_R_UnknownEye_K1_640x480_2017-02-20-16-35-28,312.6176167,230.2332681,35.41270495,320.0666355,237.7613719,131.1197665
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_1_Outdoor_Real_R_UnknownEye_K1_640x480_2017-02-20-16-35-35,381.7905052,207.1774876,43.63742165,389.337148,212.0991233,154.4508769
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_2_Indoor_Real_L_UnknownEye_K1_640x480_2017-02-23-18-16-06,324.681972,188.9131712,31.69611112,318.3421907,195.7248862,131.6894093
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_2_Indoor_Real_L_UnknownEye_K1_640x480_2017-02-23-18-16-13,392.8313412,160.0088325,34.31851515,388.8220744,166.8824766,149.2603176
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_2_Indoor_Real_L_UnknownEye_K1_640x480_2017-02-23-18-16-19,356.5133789,233.4830382,31.95210112,350.9058504,241.1742725,133.3410502
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_2_Indoor_Real_L_UnknownEye_K1_640x480_2017-02-23-18-16-26,373.1030926,162.8601911,37.3554626,367.5289551,171.4794435,145.1759932
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_2_Indoor_Real_L_UnknownEye_K1_640x480_2017-02-23-18-16-33,344.7847184,250.016431,31.24809803,337.6846678,253.8338213,132.6675893
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_2_Indoor_Real_L_UnknownEye_K1_640x480_2017-02-23-18-16-40,388.1687124,198.1551398,34.56453838,381.925801,203.7571049,138.109513
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_2_Indoor_Real_R_UnknownEye_K1_640x480_2017-02-23-18-14-44,312.6222812,251.4380022,21.01303771,306.2865688,251.6452743,91.90339465
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_2_Indoor_Real_R_UnknownEye_K1_640x480_2017-02-23-18-14-52,348.1730941,190.5659806,41.51825963,352.3036996,183.5070541,135.9640456
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_2_Indoor_Real_R_UnknownEye_K1_640x480_2017-02-23-18-15-06,295.2949013,210.8506719,33.65660669,299.1102776,203.3600755,116.3912022
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_2_Indoor_Real_R_UnknownEye_K1_640x480_2017-02-23-18-15-20,385.9613125,175.6330976,39.74356944,394.1741477,173.1963847,136.0498196
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_2_Indoor_Real_R_UnknownEye_K1_640x480_2017-02-23-18-15-37,307.2386837,225.5391885,35.62917635,313.8706874,230.1103521,125.7908588
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_2_Indoor_Real_R_UnknownEye_K1_640x480_2017-02-23-18-15-44,389.142993,190.8732565,41.39102923,396.5821012,191.3733196,142.6680088
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_2_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-23-18-08-35,320.0298047,224.6825169,33.71458955,314.4266948,233.2611471,135.3626808
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_2_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-23-18-08-42,381.389579,187.7013004,33.16020042,378.2951572,192.945495,152.620833
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_2_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-23-18-08-49,336.824495,219.328366,36.57571842,331.5286551,227.4774355,128.8733559
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_2_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-23-18-08-55,386.9678208,202.2981534,39.63393953,382.3484078,211.1204391,134.6329402
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_2_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-23-18-09-02,335.1641425,216.4216262,42.0412927,329.4048368,221.1821493,137.598194
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_2_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-23-18-09-08,394.2338538,213.9418014,52.5876956,390.2018799,220.5848368,147.3322037
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_2_Outdoor_Real_R_UnknownEye_K1_640x480_2017-02-23-18-07-46,305.5584807,225.8584629,38.0144615,313.139243,227.7365747,134.9230564
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_2_Outdoor_Real_R_UnknownEye_K1_640x480_2017-02-23-18-07-54,562.9627585,213.1035239,42.54555304,558.3413885,221.66247,135.233875
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_2_Outdoor_Real_R_UnknownEye_K1_640x480_2017-02-23-18-08-01,340.1053771,206.4353143,37.63568459,346.0094749,198.7281728,138.1221945
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_2_Outdoor_Real_R_UnknownEye_K1_640x480_2017-02-23-18-08-11,284.3024615,158.6398401,40.4980989,291.0438619,161.2748549,141.7817078
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_2_Outdoor_Real_R_UnknownEye_K1_640x480_2017-02-23-18-08-19,311.3026541,227.8104831,40.51931156,317.3714458,230.6408955,125.9135726
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN13_Day_2_Outdoor_Real_R_UnknownEye_K1_640x480_2017-02-23-18-08-25,343.5866592,179.5417811,43.57414859,350.5894476,183.4631989,145.3444748
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN14_Day_1_Indoor_Real_L_UnknownEye_K1_640x480_2017-02-10-16-51-20,332.699296,214.9959387,35.97994994,327.3719803,218.0278354,126.1579902
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN14_Day_1_Indoor_Real_L_UnknownEye_K1_640x480_2017-02-10-16-51-26,345.4429329,190.9038545,39.44604514,339.8478545,195.5485244,142.8048783
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN14_Day_1_Indoor_Real_L_UnknownEye_K1_640x480_2017-02-10-16-51-31,343.9096216,223.0378158,36.31560903,338.4078048,227.6795894,130.281919
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN14_Day_1_Indoor_Real_L_UnknownEye_K1_640x480_2017-02-10-16-51-37,376.1146914,212.6430296,36.98747434,369.9797535,218.4265872,136.4605467
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN14_Day_1_Indoor_Real_L_UnknownEye_K1_640x480_2017-02-10-16-51-43,286.7556809,215.8330038,37.90499003,282.1583089,221.6343364,127.4438995
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN14_Day_1_Indoor_Real_L_UnknownEye_K1_640x480_2017-02-10-16-51-49,397.580085,192.5834429,36.95719715,391.7738641,198.1827973,143.5869309
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN14_Day_1_Indoor_Real_L_UnknownEye_K1_640x480_2017-02-10-16-51-55,311.3962909,198.5907325,39.21041542,307.4980542,201.3255598,133.8108087
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN14_Day_1_Indoor_Real_R_UnknownEye_K1_640x480_2017-02-10-16-50-44,379.8523055,221.8244834,41.65759139,385.1290317,217.8221065,147.877167
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN14_Day_1_Indoor_Real_R_UnknownEye_K1_640x480_2017-02-10-16-50-51,329.7373691,244.0448853,35.71747987,333.8814511,248.3953825,134.8001769
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN14_Day_1_Indoor_Real_R_UnknownEye_K1_640x480_2017-02-10-16-50-57,396.2605562,229.3683301,35.81796439,400.6394329,233.5691295,150.2170969
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN14_Day_1_Indoor_Real_R_UnknownEye_K1_640x480_2017-02-10-16-51-07,319.5835941,236.0915961,34.42904125,324.6637896,238.1879563,139.5634771
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN14_Day_1_Indoor_Real_R_UnknownEye_K1_640x480_2017-02-10-16-51-13,372.9867821,211.3687945,44.20159776,377.1824293,210.7869031,151.5207999
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN14_Day_1_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-10-17-00-04,344.361287,221.0397235,28.52683538,348.8990495,222.4859724,129.0195575
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN14_Day_1_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-10-17-00-10,338.133882,194.9490679,25.61805377,337.5241378,194.1141141,117.4993802
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN14_Day_1_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-10-17-00-16,389.572882,206.4761146,27.97953369,382.5717744,190.1640642,109.5057517
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN14_Day_1_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-10-17-00-22,354.0026812,239.6124301,26.78832289,363.2340263,227.6553053,112.7966914
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN14_Day_1_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-10-17-00-28,402.7383724,209.1157098,28.29914593,394.1031767,193.2010783,107.0135403
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN14_Day_1_Outdoor_Real_L_UnknownEye_K1_640x480_2017-02-10-17-00-34,334.0277525,240.7437828,24.8048742,329.5024876,236.3722225,93.21980637
dataset/iiitd/images/Test/Printouts/Printer_CLR/AN14_Day_1_Outdoor_Real_R_UnknownEye_K1_640x480_2017-02-10-16-59-29,328.5118361,236.1065213,28.0152189,327.6570822,239.7396617,130.3475215
