fname,spoof,eye,sequenceid
0144_PRNT_L_3.png,1,L,0144_3
0144_PRNT_R_1.png,1,R,0144_1
0144_PRNT_R_2.png,1,R,0144_2
0144_PRNT_R_3.png,1,R,0144_3
0144_REAL_L_1.png,0,L,0144_1
0144_REAL_L_2.png,0,L,0144_2
0144_REAL_L_3.png,0,L,0144_3
0144_REAL_R_1.png,0,R,0144_1
0144_REAL_R_2.png,0,R,0144_2
0144_REAL_R_3.png,0,R,0144_3
0145_PRNT_L_1.png,1,L,0145_1
0145_PRNT_L_2.png,1,L,0145_2
0145_PRNT_L_3.png,1,L,0145_3
0145_PRNT_R_1.png,1,R,0145_1
0145_PRNT_R_2.png,1,R,0145_2
0145_PRNT_R_3.png,1,R,0145_3
0145_REAL_L_1.png,0,L,0145_1
0145_REAL_L_2.png,0,L,0145_2
0145_REAL_L_3.png,0,L,0145_3
0145_REAL_R_1.png,0,R,0145_1
0145_REAL_R_2.png,0,R,0145_2
0145_REAL_R_3.png,0,R,0145_3
0146_PRNT_L_1.png,1,L,0146_1
0146_PRNT_L_2.png,1,L,0146_2
0146_PRNT_L_3.png,1,L,0146_3
0146_PRNT_R_1.png,1,R,0146_1
0146_PRNT_R_2.png,1,R,0146_2
0146_PRNT_R_3.png,1,R,0146_3
0146_REAL_L_1.png,0,L,0146_1
0146_REAL_L_2.png,0,L,0146_2
0146_REAL_L_3.png,0,L,0146_3
0146_REAL_R_1.png,0,R,0146_1
0146_REAL_R_2.png,0,R,0146_2
0146_REAL_R_3.png,0,R,0146_3
0147_PRNT_L_1.png,1,L,0147_1
0147_PRNT_L_2.png,1,L,0147_2
0147_PRNT_R_1.png,1,R,0147_1
0147_REAL_L_1.png,0,L,0147_1
0147_REAL_L_2.png,0,L,0147_2
0147_REAL_L_3.png,0,L,0147_3
0147_REAL_R_1.png,0,R,0147_1
0147_REAL_R_2.png,0,R,0147_2
0147_REAL_R_3.png,0,R,0147_3
0148_PRNT_L_1.png,1,L,0148_1
0148_PRNT_L_2.png,1,L,0148_2
0148_PRNT_L_3.png,1,L,0148_3
0148_PRNT_R_1.png,1,R,0148_1
0148_PRNT_R_2.png,1,R,0148_2
0148_PRNT_R_3.png,1,R,0148_3
0148_REAL_L_1.png,0,L,0148_1
0148_REAL_L_2.png,0,L,0148_2
0148_REAL_L_3.png,0,L,0148_3
0148_REAL_R_1.png,0,R,0148_1
0148_REAL_R_2.png,0,R,0148_2
0148_REAL_R_3.png,0,R,0148_3
0149_PRNT_L_1.png,1,L,0149_1
0149_PRNT_R_1.png,1,R,0149_1
0149_PRNT_R_2.png,1,R,0149_2
0149_REAL_L_1.png,0,L,0149_1
0149_REAL_L_2.png,0,L,0149_2
0149_REAL_L_3.png,0,L,0149_3
0149_REAL_R_1.png,0,R,0149_1
0149_REAL_R_2.png,0,R,0149_2
0149_REAL_R_3.png,0,R,0149_3
0150_PRNT_L_1.png,1,L,0150_1
0150_PRNT_L_2.png,1,L,0150_2
0150_PRNT_R_1.png,1,R,0150_1
0150_PRNT_R_2.png,1,R,0150_2
0150_PRNT_R_3.png,1,R,0150_3
0150_REAL_L_1.png,0,L,0150_1
0150_REAL_L_2.png,0,L,0150_2
0150_REAL_L_3.png,0,L,0150_3
0150_REAL_R_1.png,0,R,0150_1
0150_REAL_R_2.png,0,R,0150_2
0150_REAL_R_3.png,0,R,0150_3
0151_PRNT_L_1.png,1,L,0151_1
0151_REAL_L_1.png,0,L,0151_1
0151_REAL_L_2.png,0,L,0151_2
0151_REAL_L_3.png,0,L,0151_3
0152_PRNT_L_1.png,1,L,0152_1
0152_PRNT_L_2.png,1,L,0152_2
0152_PRNT_L_3.png,1,L,0152_3
0152_PRNT_R_1.png,1,R,0152_1
0152_PRNT_R_2.png,1,R,0152_2
0152_PRNT_R_3.png,1,R,0152_3
0152_REAL_L_1.png,0,L,0152_1
0152_REAL_L_2.png,0,L,0152_2
0152_REAL_L_3.png,0,L,0152_3
0152_REAL_R_1.png,0,R,0152_1
0152_REAL_R_2.png,0,R,0152_2
0152_REAL_R_3.png,0,R,0152_3
0154_PRNT_L_1.png,1,L,0154_1
0154_PRNT_L_2.png,1,L,0154_2
0154_PRNT_L_3.png,1,L,0154_3
0154_PRNT_R_1.png,1,R,0154_1
0154_PRNT_R_2.png,1,R,0154_2
0154_PRNT_R_3.png,1,R,0154_3
0154_REAL_L_1.png,0,L,0154_1
0154_REAL_L_2.png,0,L,0154_2
0154_REAL_L_3.png,0,L,0154_3
0154_REAL_R_1.png,0,R,0154_1
0154_REAL_R_2.png,0,R,0154_2
0154_REAL_R_3.png,0,R,0154_3
0155_PRNT_L_1.png,1,L,0155_1
0155_PRNT_L_2.png,1,L,0155_2
0155_PRNT_L_3.png,1,L,0155_3
0155_REAL_L_1.png,0,L,0155_1
0155_REAL_L_2.png,0,L,0155_2
0155_REAL_L_3.png,0,L,0155_3
0156_PRNT_L_1.png,1,L,0156_1
0156_PRNT_L_2.png,1,L,0156_2
0156_PRNT_L_3.png,1,L,0156_3
0156_REAL_L_1.png,0,L,0156_1
0156_REAL_L_2.png,0,L,0156_2
0156_REAL_L_3.png,0,L,0156_3
0157_PRNT_L_1.png,1,L,0157_1
0157_PRNT_L_2.png,1,L,0157_2
0157_PRNT_L_3.png,1,L,0157_3
0157_PRNT_R_1.png,1,R,0157_1
0157_PRNT_R_2.png,1,R,0157_2
0157_PRNT_R_3.png,1,R,0157_3
0157_REAL_L_1.png,0,L,0157_1
0157_REAL_L_2.png,0,L,0157_2
0157_REAL_L_3.png,0,L,0157_3
0157_REAL_R_1.png,0,R,0157_1
0157_REAL_R_2.png,0,R,0157_2
0157_REAL_R_3.png,0,R,0157_3
0159_PRNT_R_1.png,1,R,0159_1
0159_PRNT_R_2.png,1,R,0159_2
0159_PRNT_R_3.png,1,R,0159_3
0159_PRNT_R_4.png,1,R,0159_4
0159_PRNT_R_5.png,1,R,0159_5
0159_REAL_R_1.png,0,R,0159_1
0159_REAL_R_2.png,0,R,0159_2
0159_REAL_R_3.png,0,R,0159_3
0160_PRNT_L_1.png,1,L,0160_1
0160_PRNT_L_2.png,1,L,0160_2
0160_PRNT_L_3.png,1,L,0160_3
0160_PRNT_R_1.png,1,R,0160_1
0160_PRNT_R_2.png,1,R,0160_2
0160_PRNT_R_3.png,1,R,0160_3
0160_REAL_L_1.png,0,L,0160_1
0160_REAL_L_2.png,0,L,0160_2
0160_REAL_L_3.png,0,L,0160_3
0160_REAL_R_1.png,0,R,0160_1
0160_REAL_R_2.png,0,R,0160_2
0160_REAL_R_3.png,0,R,0160_3
0161_PRNT_R_1.png,1,R,0161_1
0161_PRNT_R_2.png,1,R,0161_2
0161_REAL_R_1.png,0,R,0161_1
0161_REAL_R_2.png,0,R,0161_2
0161_REAL_R_3.png,0,R,0161_3
0162_PRNT_R_1.png,1,R,0162_1
0162_PRNT_R_2.png,1,R,0162_2
0162_REAL_R_1.png,0,R,0162_1
0162_REAL_R_2.png,0,R,0162_2
0162_REAL_R_3.png,0,R,0162_3
0163_PRNT_L_1.png,1,L,0163_1
0163_PRNT_L_2.png,1,L,0163_2
0163_PRNT_L_3.png,1,L,0163_3
0163_PRNT_R_1.png,1,R,0163_1
0163_PRNT_R_2.png,1,R,0163_2
0163_PRNT_R_3.png,1,R,0163_3
0163_REAL_L_1.png,0,L,0163_1
0163_REAL_L_2.png,0,L,0163_2
0163_REAL_L_3.png,0,L,0163_3
0163_REAL_R_1.png,0,R,0163_1
0163_REAL_R_2.png,0,R,0163_2
0163_REAL_R_3.png,0,R,0163_3
0164_PRNT_L_1.png,1,L,0164_1
0164_PRNT_L_2.png,1,L,0164_2
0164_PRNT_L_3.png,1,L,0164_3
0164_PRNT_R_1.png,1,R,0164_1
0164_PRNT_R_2.png,1,R,0164_2
0164_PRNT_R_3.png,1,R,0164_3
0164_REAL_L_1.png,0,L,0164_1
0164_REAL_L_2.png,0,L,0164_2
0164_REAL_L_3.png,0,L,0164_3
0164_REAL_R_1.png,0,R,0164_1
0164_REAL_R_2.png,0,R,0164_2
0164_REAL_R_3.png,0,R,0164_3
0166_PRNT_L_1.png,1,L,0166_1
0166_PRNT_R_1.png,1,R,0166_1
0166_PRNT_R_2.png,1,R,0166_2
0166_PRNT_R_3.png,1,R,0166_3
0166_PRNT_R_4.png,1,R,0166_4
0166_REAL_L_1.png,0,L,0166_1
0166_REAL_L_2.png,0,L,0166_2
0166_REAL_L_3.png,0,L,0166_3
0166_REAL_R_1.png,0,R,0166_1
0166_REAL_R_2.png,0,R,0166_2
0166_REAL_R_3.png,0,R,0166_3
0167_PRNT_R_1.png,1,R,0167_1
0167_PRNT_R_2.png,1,R,0167_2
0167_PRNT_R_3.png,1,R,0167_3
0167_REAL_R_1.png,0,R,0167_1
0167_REAL_R_2.png,0,R,0167_2
0167_REAL_R_3.png,0,R,0167_3
0168_PRNT_L_1.png,1,L,0168_1
0168_PRNT_L_2.png,1,L,0168_2
0168_PRNT_L_3.png,1,L,0168_3
0168_PRNT_R_1.png,1,R,0168_1
0168_PRNT_R_2.png,1,R,0168_2
0168_PRNT_R_3.png,1,R,0168_3
0168_REAL_L_1.png,0,L,0168_1
0168_REAL_L_2.png,0,L,0168_2
0168_REAL_L_3.png,0,L,0168_3
0168_REAL_R_1.png,0,R,0168_1
0168_REAL_R_2.png,0,R,0168_2
0168_REAL_R_3.png,0,R,0168_3
0169_PRNT_R_1.png,1,R,0169_1
0169_PRNT_R_2.png,1,R,0169_2
0169_PRNT_R_3.png,1,R,0169_3
0169_REAL_R_1.png,0,R,0169_1
0169_REAL_R_2.png,0,R,0169_2
0169_REAL_R_3.png,0,R,0169_3
0170_PRNT_L_1.png,1,L,0170_1
0170_PRNT_L_2.png,1,L,0170_2
0170_PRNT_L_3.png,1,L,0170_3
0170_PRNT_R_1.png,1,R,0170_1
0170_PRNT_R_2.png,1,R,0170_2
0170_PRNT_R_3.png,1,R,0170_3
0170_REAL_L_1.png,0,L,0170_1
0170_REAL_L_2.png,0,L,0170_2
0170_REAL_L_3.png,0,L,0170_3
0170_REAL_R_1.png,0,R,0170_1
0170_REAL_R_2.png,0,R,0170_2
0170_REAL_R_3.png,0,R,0170_3
0171_PRNT_L_1.png,1,L,0171_1
0171_PRNT_R_1.png,1,R,0171_1
0171_PRNT_R_2.png,1,R,0171_2
0171_PRNT_R_3.png,1,R,0171_3
0171_REAL_L_1.png,0,L,0171_1
0171_REAL_L_2.png,0,L,0171_2
0171_REAL_L_3.png,0,L,0171_3
0171_REAL_R_1.png,0,R,0171_1
0171_REAL_R_2.png,0,R,0171_2
0171_REAL_R_3.png,0,R,0171_3
0172_PRNT_L_1.png,1,L,0172_1
0172_PRNT_R_1.png,1,R,0172_1
0172_PRNT_R_2.png,1,R,0172_2
0172_PRNT_R_3.png,1,R,0172_3
0172_REAL_L_1.png,0,L,0172_1
0172_REAL_L_2.png,0,L,0172_2
0172_REAL_L_3.png,0,L,0172_3
0172_REAL_R_1.png,0,R,0172_1
0172_REAL_R_2.png,0,R,0172_2
0172_REAL_R_3.png,0,R,0172_3
0173_PRNT_L_1.png,1,L,0173_1
0173_PRNT_L_2.png,1,L,0173_2
0173_PRNT_R_1.png,1,R,0173_1
0173_PRNT_R_2.png,1,R,0173_2
0173_PRNT_R_3.png,1,R,0173_3
0173_REAL_L_1.png,0,L,0173_1
0173_REAL_L_2.png,0,L,0173_2
0173_REAL_L_3.png,0,L,0173_3
0173_REAL_R_1.png,0,R,0173_1
0173_REAL_R_2.png,0,R,0173_2
0173_REAL_R_3.png,0,R,0173_3
0175_PRNT_L_1.png,1,L,0175_1
0175_PRNT_L_2.png,1,L,0175_2
0175_PRNT_L_3.png,1,L,0175_3
0175_PRNT_R_1.png,1,R,0175_1
0175_PRNT_R_2.png,1,R,0175_2
0175_PRNT_R_3.png,1,R,0175_3
0175_REAL_L_1.png,0,L,0175_1
0175_REAL_L_2.png,0,L,0175_2
0175_REAL_L_3.png,0,L,0175_3
0175_REAL_R_1.png,0,R,0175_1
0175_REAL_R_2.png,0,R,0175_2
0175_REAL_R_3.png,0,R,0175_3
0176_PRNT_L_1.png,1,L,0176_1
0176_PRNT_L_2.png,1,L,0176_2
0176_PRNT_R_1.png,1,R,0176_1
0176_PRNT_R_2.png,1,R,0176_2
0176_PRNT_R_3.png,1,R,0176_3
0176_PRNT_R_4.png,1,R,0176_4
0176_REAL_L_1.png,0,L,0176_1
0176_REAL_L_2.png,0,L,0176_2
0176_REAL_L_3.png,0,L,0176_3
0176_REAL_R_1.png,0,R,0176_1
0176_REAL_R_2.png,0,R,0176_2
0176_REAL_R_3.png,0,R,0176_3
0177_PRNT_L_1.png,1,L,0177_1
0177_PRNT_L_2.png,1,L,0177_2
0177_PRNT_L_3.png,1,L,0177_3
0177_PRNT_R_1.png,1,R,0177_1
0177_PRNT_R_2.png,1,R,0177_2
0177_PRNT_R_3.png,1,R,0177_3
0177_REAL_L_1.png,0,L,0177_1
0177_REAL_L_2.png,0,L,0177_2
0177_REAL_L_3.png,0,L,0177_3
0177_REAL_R_1.png,0,R,0177_1
0177_REAL_R_2.png,0,R,0177_2
0177_REAL_R_3.png,0,R,0177_3
0179_PRNT_L_1.png,1,L,0179_1
0179_PRNT_L_2.png,1,L,0179_2
0179_PRNT_L_3.png,1,L,0179_3
0179_PRNT_R_1.png,1,R,0179_1
0179_PRNT_R_2.png,1,R,0179_2
0179_PRNT_R_3.png,1,R,0179_3
0179_REAL_L_1.png,0,L,0179_1
0179_REAL_L_2.png,0,L,0179_2
0179_REAL_L_3.png,0,L,0179_3
0179_REAL_R_1.png,0,R,0179_1
0179_REAL_R_2.png,0,R,0179_2
0179_REAL_R_3.png,0,R,0179_3
0180_PRNT_R_1.png,1,R,0180_1
0180_PRNT_R_2.png,1,R,0180_2
0180_PRNT_R_3.png,1,R,0180_3
0180_REAL_R_1.png,0,R,0180_1
0180_REAL_R_2.png,0,R,0180_2
0180_REAL_R_3.png,0,R,0180_3
0183_PRNT_L_1.png,1,L,0183_1
0183_PRNT_L_2.png,1,L,0183_2
0183_PRNT_L_3.png,1,L,0183_3
0183_PRNT_L_4.png,1,L,0183_4
0183_PRNT_L_5.png,1,L,0183_5
0183_PRNT_R_1.png,1,R,0183_1
0183_PRNT_R_2.png,1,R,0183_2
0183_PRNT_R_3.png,1,R,0183_3
0183_PRNT_R_4.png,1,R,0183_4
0183_PRNT_R_5.png,1,R,0183_5
0183_PRNT_R_6.png,1,R,0183_6
0183_REAL_L_1.png,0,L,0183_1
0183_REAL_L_2.png,0,L,0183_2
0183_REAL_L_3.png,0,L,0183_3
0183_REAL_R_1.png,0,R,0183_1
0183_REAL_R_2.png,0,R,0183_2
0183_REAL_R_3.png,0,R,0183_3
0184_PRNT_R_1.png,1,R,0184_1
0184_PRNT_R_2.png,1,R,0184_2
0184_PRNT_R_3.png,1,R,0184_3
0184_REAL_R_1.png,0,R,0184_1
0184_REAL_R_2.png,0,R,0184_2
0184_REAL_R_3.png,0,R,0184_3
0185_PRNT_L_1.png,1,L,0185_1
0185_PRNT_L_2.png,1,L,0185_2
0185_PRNT_L_3.png,1,L,0185_3
0185_REAL_L_1.png,0,L,0185_1
0185_REAL_L_2.png,0,L,0185_2
0185_REAL_L_3.png,0,L,0185_3
0193_PRNT_R_1.png,1,R,0193_1
0193_PRNT_R_2.png,1,R,0193_2
0193_REAL_R_1.png,0,R,0193_1
0193_REAL_R_2.png,0,R,0193_2
0193_REAL_R_3.png,0,R,0193_3
0194_PRNT_L_1.png,1,L,0194_1
0194_PRNT_L_2.png,1,L,0194_2
0194_PRNT_L_3.png,1,L,0194_3
0194_REAL_L_1.png,0,L,0194_1
0194_REAL_L_2.png,0,L,0194_2
0194_REAL_L_3.png,0,L,0194_3
0195_PRNT_L_1.png,1,L,0195_1
0195_PRNT_L_2.png,1,L,0195_2
0195_PRNT_L_3.png,1,L,0195_3
0195_PRNT_L_4.png,1,L,0195_4
0195_PRNT_L_5.png,1,L,0195_5
0195_PRNT_L_6.png,1,L,0195_6
0195_REAL_L_1.png,0,L,0195_1
0195_REAL_L_2.png,0,L,0195_2
0195_REAL_L_3.png,0,L,0195_3
0196_PRNT_L_1.png,1,L,0196_1
0196_PRNT_L_2.png,1,L,0196_2
0196_PRNT_L_3.png,1,L,0196_3
0196_PRNT_L_4.png,1,L,0196_4
0196_PRNT_L_5.png,1,L,0196_5
0196_PRNT_L_6.png,1,L,0196_6
0196_PRNT_R_1.png,1,R,0196_1
0196_PRNT_R_2.png,1,R,0196_2
0196_PRNT_R_3.png,1,R,0196_3
0196_PRNT_R_4.png,1,R,0196_4
0196_PRNT_R_5.png,1,R,0196_5
0196_PRNT_R_6.png,1,R,0196_6
0196_REAL_L_1.png,0,L,0196_1
0196_REAL_L_2.png,0,L,0196_2
0196_REAL_L_3.png,0,L,0196_3
0196_REAL_R_1.png,0,R,0196_1
0196_REAL_R_2.png,0,R,0196_2
0196_REAL_R_3.png,0,R,0196_3
0197_PRNT_L_1.png,1,L,0197_1
0197_PRNT_L_2.png,1,L,0197_2
0197_PRNT_L_3.png,1,L,0197_3
0197_PRNT_L_4.png,1,L,0197_4
0197_PRNT_L_5.png,1,L,0197_5
0197_PRNT_L_6.png,1,L,0197_6
0197_REAL_L_1.png,0,L,0197_1
0197_REAL_L_2.png,0,L,0197_2
0197_REAL_L_3.png,0,L,0197_3
0198_PRNT_L_1.png,1,L,0198_1
0198_PRNT_L_2.png,1,L,0198_2
0198_PRNT_L_3.png,1,L,0198_3
0198_PRNT_R_1.png,1,R,0198_1
0198_PRNT_R_2.png,1,R,0198_2
0198_PRNT_R_3.png,1,R,0198_3
0198_REAL_L_1.png,0,L,0198_1
0198_REAL_L_2.png,0,L,0198_2
0198_REAL_L_3.png,0,L,0198_3
0198_REAL_R_1.png,0,R,0198_1
0198_REAL_R_2.png,0,R,0198_2
0198_REAL_R_3.png,0,R,0198_3
0199_PRNT_R_1.png,1,R,0199_1
0199_PRNT_R_2.png,1,R,0199_2
0199_PRNT_R_3.png,1,R,0199_3
0199_REAL_R_1.png,0,R,0199_1
0199_REAL_R_2.png,0,R,0199_2
0199_REAL_R_3.png,0,R,0199_3
0202_PRNT_L_1.png,1,L,0202_1
0202_PRNT_L_2.png,1,L,0202_2
0202_PRNT_L_3.png,1,L,0202_3
0202_REAL_L_1.png,0,L,0202_1
0202_REAL_L_2.png,0,L,0202_2
0202_REAL_L_3.png,0,L,0202_3
0203_PRNT_R_1.png,1,R,0203_1
0203_PRNT_R_2.png,1,R,0203_2
0203_PRNT_R_3.png,1,R,0203_3
0203_REAL_R_1.png,0,R,0203_1
0203_REAL_R_2.png,0,R,0203_2
0203_REAL_R_3.png,0,R,0203_3
0204_PRNT_L_1.png,1,L,0204_1
0204_PRNT_L_2.png,1,L,0204_2
0204_PRNT_L_3.png,1,L,0204_3
0204_PRNT_R_1.png,1,R,0204_1
0204_PRNT_R_2.png,1,R,0204_2
0204_PRNT_R_3.png,1,R,0204_3
0204_REAL_L_1.png,0,L,0204_1
0204_REAL_L_2.png,0,L,0204_2
0204_REAL_L_3.png,0,L,0204_3
0204_REAL_R_1.png,0,R,0204_1
0204_REAL_R_2.png,0,R,0204_2
0204_REAL_R_3.png,0,R,0204_3
0205_PRNT_L_1.png,1,L,0205_1
0205_PRNT_L_2.png,1,L,0205_2
0205_PRNT_L_3.png,1,L,0205_3
0205_PRNT_R_1.png,1,R,0205_1
0205_PRNT_R_2.png,1,R,0205_2
0205_PRNT_R_3.png,1,R,0205_3
0205_REAL_L_1.png,0,L,0205_1
0205_REAL_L_2.png,0,L,0205_2
0205_REAL_L_3.png,0,L,0205_3
0205_REAL_R_1.png,0,R,0205_1
0205_REAL_R_2.png,0,R,0205_2
0205_REAL_R_3.png,0,R,0205_3
0206_PRNT_L_1.png,1,L,0206_1
0206_PRNT_L_2.png,1,L,0206_2
0206_PRNT_L_3.png,1,L,0206_3
0206_PRNT_R_1.png,1,R,0206_1
0206_PRNT_R_2.png,1,R,0206_2
0206_PRNT_R_3.png,1,R,0206_3
0206_REAL_L_1.png,0,L,0206_1
0206_REAL_L_2.png,0,L,0206_2
0206_REAL_L_3.png,0,L,0206_3
0206_REAL_R_1.png,0,R,0206_1
0206_REAL_R_2.png,0,R,0206_2
0206_REAL_R_3.png,0,R,0206_3
0207_PRNT_L_1.png,1,L,0207_1
0207_PRNT_L_2.png,1,L,0207_2
0207_PRNT_L_3.png,1,L,0207_3
0207_PRNT_R_1.png,1,R,0207_1
0207_PRNT_R_2.png,1,R,0207_2
0207_PRNT_R_3.png,1,R,0207_3
0207_REAL_L_1.png,0,L,0207_1
0207_REAL_L_2.png,0,L,0207_2
0207_REAL_L_3.png,0,L,0207_3
0207_REAL_R_1.png,0,R,0207_1
0207_REAL_R_2.png,0,R,0207_2
0207_REAL_R_3.png,0,R,0207_3
0208_PRNT_R_1.png,1,R,0208_1
0208_PRNT_R_2.png,1,R,0208_2
0208_PRNT_R_3.png,1,R,0208_3
0208_REAL_R_1.png,0,R,0208_1
0208_REAL_R_2.png,0,R,0208_2
0208_REAL_R_3.png,0,R,0208_3
0209_PRNT_L_1.png,1,L,0209_1
0209_PRNT_L_2.png,1,L,0209_2
0209_PRNT_L_3.png,1,L,0209_3
0209_PRNT_L_4.png,1,L,0209_4
0209_PRNT_L_5.png,1,L,0209_5
0209_PRNT_L_6.png,1,L,0209_6
0209_REAL_L_1.png,0,L,0209_1
0209_REAL_L_2.png,0,L,0209_2
0209_REAL_L_3.png,0,L,0209_3
0210_PRNT_R_1.png,1,R,0210_1
0210_PRNT_R_2.png,1,R,0210_2
0210_PRNT_R_3.png,1,R,0210_3
0210_REAL_R_1.png,0,R,0210_1
0210_REAL_R_2.png,0,R,0210_2
0210_REAL_R_3.png,0,R,0210_3
0211_PRNT_L_1.png,1,L,0211_1
0211_PRNT_L_2.png,1,L,0211_2
0211_PRNT_L_3.png,1,L,0211_3
0211_REAL_L_1.png,0,L,0211_1
0211_REAL_L_2.png,0,L,0211_2
0211_REAL_L_3.png,0,L,0211_3
0212_PRNT_L_1.png,1,L,0212_1
0212_PRNT_L_2.png,1,L,0212_2
0212_PRNT_L_3.png,1,L,0212_3
0212_PRNT_R_1.png,1,R,0212_1
0212_PRNT_R_2.png,1,R,0212_2
0212_PRNT_R_3.png,1,R,0212_3
0212_REAL_L_1.png,0,L,0212_1
0212_REAL_L_2.png,0,L,0212_2
0212_REAL_L_3.png,0,L,0212_3
0212_REAL_R_1.png,0,R,0212_1
0212_REAL_R_2.png,0,R,0212_2
0212_REAL_R_3.png,0,R,0212_3
0214_PRNT_L_1.png,1,L,0214_1
0214_PRNT_L_2.png,1,L,0214_2
0214_PRNT_L_3.png,1,L,0214_3
0214_REAL_L_1.png,0,L,0214_1
0214_REAL_L_2.png,0,L,0214_2
0214_REAL_L_3.png,0,L,0214_3
0216_PRNT_R_1.png,1,R,0216_1
0216_PRNT_R_2.png,1,R,0216_2
0216_PRNT_R_3.png,1,R,0216_3
0216_REAL_R_1.png,0,R,0216_1
0216_REAL_R_2.png,0,R,0216_2
0216_REAL_R_3.png,0,R,0216_3
0217_PRNT_R_1.png,1,R,0217_1
0217_PRNT_R_2.png,1,R,0217_2
0217_PRNT_R_3.png,1,R,0217_3
0217_REAL_R_1.png,0,R,0217_1
0217_REAL_R_2.png,0,R,0217_2
0217_REAL_R_3.png,0,R,0217_3
0218_PRNT_R_1.png,1,R,0218_1
0218_PRNT_R_2.png,1,R,0218_2
0218_PRNT_R_3.png,1,R,0218_3
0218_REAL_R_1.png,0,R,0218_1
0218_REAL_R_2.png,0,R,0218_2
0218_REAL_R_3.png,0,R,0218_3
0222_PRNT_L_1.png,1,L,0222_1
0222_PRNT_L_2.png,1,L,0222_2
0222_PRNT_L_3.png,1,L,0222_3
0222_PRNT_R_1.png,1,R,0222_1
0222_PRNT_R_2.png,1,R,0222_2
0222_PRNT_R_3.png,1,R,0222_3
0222_REAL_L_1.png,0,L,0222_1
0222_REAL_L_2.png,0,L,0222_2
0222_REAL_L_3.png,0,L,0222_3
0222_REAL_R_1.png,0,R,0222_1
0222_REAL_R_2.png,0,R,0222_2
0222_REAL_R_3.png,0,R,0222_3
0223_PRNT_L_1.png,1,L,0223_1
0223_PRNT_L_2.png,1,L,0223_2
0223_PRNT_L_3.png,1,L,0223_3
0223_PRNT_L_4.png,1,L,0223_4
0223_PRNT_L_5.png,1,L,0223_5
0223_PRNT_L_6.png,1,L,0223_6
0223_PRNT_R_1.png,1,R,0223_1
0223_PRNT_R_2.png,1,R,0223_2
0223_PRNT_R_3.png,1,R,0223_3
0223_PRNT_R_4.png,1,R,0223_4
0223_PRNT_R_5.png,1,R,0223_5
0223_PRNT_R_6.png,1,R,0223_6
0223_REAL_L_1.png,0,L,0223_1
0223_REAL_L_2.png,0,L,0223_2
0223_REAL_L_3.png,0,L,0223_3
0223_REAL_R_1.png,0,R,0223_1
0223_REAL_R_2.png,0,R,0223_2
0223_REAL_R_3.png,0,R,0223_3
0224_PRNT_L_1.png,1,L,0224_1
0224_PRNT_L_2.png,1,L,0224_2
0224_PRNT_L_3.png,1,L,0224_3
0224_PRNT_L_4.png,1,L,0224_4
0224_PRNT_L_5.png,1,L,0224_5
0224_PRNT_L_6.png,1,L,0224_6
0224_PRNT_R_1.png,1,R,0224_1
0224_PRNT_R_2.png,1,R,0224_2
0224_PRNT_R_3.png,1,R,0224_3
0224_PRNT_R_4.png,1,R,0224_4
0224_PRNT_R_5.png,1,R,0224_5
0224_PRNT_R_6.png,1,R,0224_6
0224_REAL_L_1.png,0,L,0224_1
0224_REAL_L_2.png,0,L,0224_2
0224_REAL_L_3.png,0,L,0224_3
0224_REAL_R_1.png,0,R,0224_1
0224_REAL_R_2.png,0,R,0224_2
0224_REAL_R_3.png,0,R,0224_3
0226_PRNT_L_1.png,1,L,0226_1
0226_PRNT_L_2.png,1,L,0226_2
0226_PRNT_L_3.png,1,L,0226_3
0226_PRNT_R_1.png,1,R,0226_1
0226_PRNT_R_2.png,1,R,0226_2
0226_PRNT_R_3.png,1,R,0226_3
0226_REAL_L_1.png,0,L,0226_1
0226_REAL_L_2.png,0,L,0226_2
0226_REAL_L_3.png,0,L,0226_3
0226_REAL_R_1.png,0,R,0226_1
0226_REAL_R_2.png,0,R,0226_2
0226_REAL_R_3.png,0,R,0226_3
0228_PRNT_L_1.png,1,L,0228_1
0228_PRNT_L_2.png,1,L,0228_2
0228_PRNT_L_3.png,1,L,0228_3
0228_PRNT_R_1.png,1,R,0228_1
0228_PRNT_R_2.png,1,R,0228_2
0228_PRNT_R_3.png,1,R,0228_3
0228_REAL_L_1.png,0,L,0228_1
0228_REAL_L_2.png,0,L,0228_2
0228_REAL_L_3.png,0,L,0228_3
0228_REAL_R_1.png,0,R,0228_1
0228_REAL_R_2.png,0,R,0228_2
0228_REAL_R_3.png,0,R,0228_3
0229_PRNT_L_1.png,1,L,0229_1
0229_PRNT_L_2.png,1,L,0229_2
0229_PRNT_L_3.png,1,L,0229_3
0229_PRNT_R_1.png,1,R,0229_1
0229_PRNT_R_2.png,1,R,0229_2
0229_REAL_L_1.png,0,L,0229_1
0229_REAL_L_2.png,0,L,0229_2
0229_REAL_L_3.png,0,L,0229_3
0229_REAL_R_1.png,0,R,0229_1
0229_REAL_R_2.png,0,R,0229_2
0229_REAL_R_3.png,0,R,0229_3
0230_PRNT_L_1.png,1,L,0230_1
0230_PRNT_L_2.png,1,L,0230_2
0230_PRNT_L_3.png,1,L,0230_3
0230_PRNT_R_1.png,1,R,0230_1
0230_PRNT_R_2.png,1,R,0230_2
0230_PRNT_R_3.png,1,R,0230_3
0230_REAL_L_1.png,0,L,0230_1
0230_REAL_L_2.png,0,L,0230_2
